JMÉNO_ZVÍŘETE;TYP_ZVÍŘETE;GENDER
corresponding mule;Cat;M
clinical moose;Horse;M
soft wildfowl;Parrot;M
stale lobster;Lizard;M
confused opossum;Horse;M
frozen gorilla;Parrot;Z
holy trout;Donkey;M
prepared owl;Dog;Z
realistic orca;Horse;M
elegant kiwi;Dog;M
back anaconda;Donkey;M
devoted alpaca;Cat;Z
embarrassing bass;Lion;M
embarrassed fox;Lion;Z
determined frog;Bear;M
standard wombat;Bear;M
regional dinosaur;Donkey;Z
ok guppy;Parrot;M
sparkling swordfish;Tiger;M
hard dragon;Parrot;Z
wonderful halibut;Horse;Z
junior koi;Bear;M
smooth caterpillar;Dog;M
marine rat;Cat;Z
valid termite;Dog;M
inappropriate hare;Horse;Z
sick python;Fox;Z
slow primate;Lion;M
secure wildebeest;Donkey;M
damp ferret;Dog;M
roasted clownfish;Cat;Z
wet impala;Donkey;M
coming blackbird;Parrot;M
liquid quail;Donkey;M
mysterious cow;Parrot;Z
unhappy vulture;Dog;Z
right cat;Lion;M
southern gibbon;Lizard;Z
square pike;Lizard;Z
narrow mink;Parrot;Z
rival elephant;Lion;M
native owl;Parrot;Z
easy cicada;Lion;Z
mobile chimpanzee;Lion;Z
diplomatic caterpillar;Lizard;Z
cheap perch;Lizard;Z
effective cephalopod;Bear;M
atomic krill;Donkey;M
fortunate eel;Bear;Z
quickest badger;Lizard;M
damaged grouse;Horse;M
nearby puffin;Parrot;M
drunk mule;Cat;M
open toucan;Donkey;Z
estimated loon;Tiger;Z
white parrot;Fox;M
sweet weasel;Horse;M
evil whitefish;Tiger;Z
satisfied centipede;Lion;Z
strange python;Horse;Z
marxist flyingfish;Lizard;M
shrill krill;Parrot;Z
light jay;Horse;Z
strategic chicken;Fox;Z
sorry clam;Tiger;M
hungry elephant;Cat;M
ripe shark;Parrot;M
easy earwig;Bear;M
chronic catfish;Fox;M
permanent cheetah;Parrot;Z
creepy pig;Fox;M
little cobra;Parrot;M
racial ermine;Bear;M
creative sturgeon;Fox;M
alleged snake;Dog;Z
bad loon;Lizard;M
attractive raven;Bear;Z
icy porpoise;Parrot;Z
extensive cat;Parrot;Z
faint clownfish;Tiger;M
tough guppy;Tiger;M
extra smelt;Bear;Z
soviet horse;Donkey;M
kind cattle;Bear;M
thin goose;Dog;Z
broad catshark;Bear;M
blank ape;Parrot;M
ratty dog;Donkey;Z
holy mammal;Donkey;M
fat yak;Lizard;M
neighbouring muskox;Bear;Z
handicapped seahorse;Lizard;Z
valid moose;Fox;M
unpleasant unicorn;Lizard;Z
strong heron;Parrot;Z
psychological nightingale;Dog;Z
fat jay;Lizard;Z
then mole;Dog;Z
rich barnacle;Tiger;M
relieved reindeer;Lizard;Z
repulsive parrot;Fox;Z
old stingray;Dog;Z
bold alligator;Lion;Z
red baboon;Lion;Z
unacceptable scallop;Horse;Z
flexible leopon;Bear;M
historic partridge;Dog;Z
amused gecko;Tiger;M
big grasshopper;Dog;Z
wide ferret;Lizard;M
puny swan;Lion;M
potential skink;Dog;Z
mobile reptile;Bear;Z
legal tarantula;Dog;M
corporate thrush;Donkey;M
mature porpoise;Tiger;Z
lovely echidna;Horse;M
improved sheep;Parrot;Z
mixed unicorn;Fox;M
flat wildebeest;Parrot;Z
decisive cheetah;Bear;M
managing herring;Fox;M
average coyote;Tiger;Z
sour koi;Cat;Z
civil turkey;Dog;Z
overall partridge;Parrot;Z
dark pelican;Donkey;Z
evolutionary starfish;Bear;M
mysterious rodent;Horse;M
progressive marten;Horse;M
stuck warbler;Dog;M
wooden dog;Lizard;Z
tasteless ptarmigan;Lion;M
icy trout;Lizard;Z
rolling elk;Lion;Z
commercial constrictor;Donkey;M
ill heron;Fox;M
economic hawk;Tiger;Z
residential prawn;Lion;M
definite gayal;Dog;Z
elaborate narwhal;Lion;M
surrounding mite;Parrot;Z
reasonable toucan;Lizard;Z
petite goldfish;Dog;Z
strange meerkat;Cat;M
proud alligator;Bear;M
inappropriate catfish;Lion;M
universal wildebeest;Fox;Z
realistic silverfish;Parrot;M
nuclear sparrow;Cat;Z
artificial possum;Fox;M
beautiful galliform;Tiger;Z
separate gecko;Cat;M
grim amphibian;Fox;M
superior rhinoceros;Cat;Z
hushed smelt;Lion;Z
gentle albatross;Horse;Z
thoughtful wildcat;Cat;Z
outstanding raven;Lizard;Z
psychiatric kingfisher;Donkey;Z
controversial echidna;Fox;Z
average ferret;Donkey;M
weird baboon;Horse;M
vertical snail;Lizard;Z
personal gecko;Horse;M
sudden tarsier;Lion;Z
roasted wallaby;Cat;Z
ministerial felidae;Lizard;Z
left bird;Lizard;Z
bare cricket;Parrot;Z
leading ferret;Dog;Z
static mouse;Fox;M
theoretical moth;Lion;M
handicapped bison;Tiger;M
sudden meadowlark;Lion;M
asleep pinniped;Lizard;Z
written gull;Lizard;Z
young macaw;Parrot;M
lucky cow;Tiger;M
dramatic gazelle;Horse;M
successful flyingfish;Cat;Z
bizarre albatross;Lizard;M
cultural loon;Dog;Z
legitimate bonobo;Parrot;Z
leading rodent;Donkey;M
preferred cephalopod;Lion;Z
precious dragonfly;Lion;Z
blind beaver;Horse;M
continued centipede;Dog;M
soft bandicoot;Tiger;M
armed tarantula;Dog;M
determined bee;Lion;M
industrial emu;Lion;M
vocational limpet;Dog;Z
sorry marten;Dog;Z
strict peafowl;Cat;M
angry bug;Cat;M
amateur hummingbird;Lion;Z
varying yak;Parrot;Z
integrated gerbil;Tiger;Z
upset quokka;Parrot;M
hot mastodon;Horse;M
impressive owl;Horse;Z
shaggy termite;Bear;M
rubber primate;Fox;Z
combative goldfish;Parrot;M
square rooster;Donkey;M
rolling reptile;Horse;Z
major bonobo;Fox;M
accused mule;Cat;Z
high mastodon;Lizard;Z
reliable armadillo;Cat;M
flying snake;Tiger;M
labour horse;Lion;Z
rolling crab;Lizard;Z
weary angelfish;Fox;M
sensible iguana;Horse;Z
clever tortoise;Donkey;Z
rising owl;Donkey;M
sore guan;Bear;M
dull louse;Donkey;M
traditional limpet;Cat;Z
dying gopher;Fox;Z
wonderful tuna;Tiger;M
valid toucan;Lizard;Z
useful primate;Tiger;Z
neighbouring wallaby;Bear;M
deafening pig;Parrot;Z
nervous sawfish;Horse;Z
fresh constrictor;Fox;Z
alternative clam;Donkey;Z
average cricket;Bear;Z
tropical locust;Horse;Z
hidden kangaroo;Bear;M
varying penguin;Donkey;Z
juicy mule;Lion;M
afraid cockroach;Donkey;Z
miniature puma;Parrot;Z
formal goat;Dog;Z
prepared shrimp;Bear;Z
bare gibbon;Lizard;M
valid puffin;Donkey;Z
satisfactory meerkat;Dog;M
unusual ant;Lizard;M
intellectual catshark;Cat;Z
red caterpillar;Bear;M
invisible zebra;Donkey;Z
beautiful rabbit;Horse;M
helpful tarantula;Donkey;M
autonomous crab;Fox;Z
breakable rhinoceros;Donkey;Z
depressed dinosaur;Horse;M
wasteful swallow;Dog;Z
continental shark;Bear;Z
noisy meerkat;Donkey;Z
relieved hoverfly;Fox;M
scary orca;Lion;Z
incredible shrimp;Dog;M
olympic cow;Tiger;Z
unknown crab;Parrot;M
pure swordfish;Parrot;M
perfect quokka;Dog;Z
obedient gamefowl;Donkey;M
empty capybara;Lizard;Z
objective bandicoot;Lion;M
deep condor;Bear;Z
reasonable gorilla;Tiger;Z
royal walrus;Horse;Z
disturbed dormouse;Parrot;Z
curved aardwolf;Lion;M
concerned cougar;Horse;Z
heavy horse;Donkey;M
prepared whitefish;Fox;M
lively tern;Donkey;Z
crooked eel;Donkey;M
late krill;Horse;Z
organisational tarantula;Lion;Z
maximum spoonbill;Bear;M
varying silkworm;Fox;Z
revolutionary falcon;Cat;Z
bitter barnacle;Parrot;Z
better stoat;Bear;M
melodic vole;Fox;M
promising albatross;Dog;M
colorful owl;Cat;M
pure parakeet;Fox;M
ashamed hare;Donkey;Z
dirty parrotfish;Horse;M
relieved goat;Tiger;Z
external rabbit;Dog;M
hon panda;Horse;Z
monetary shrew;Tiger;M
tan marsupial;Horse;M
noble gerbil;Cat;M
amateur slug;Lizard;Z
courageous gazelle;Lizard;Z
psychological egret;Lizard;M
scary shrimp;Parrot;Z
rough kingfisher;Parrot;Z
glorious snail;Horse;M
prior canid;Lizard;M
wonderful weasel;Horse;M
loose bat;Donkey;Z
available centipede;Donkey;Z
social pelican;Parrot;Z
giant clam;Donkey;M
incredible cobra;Fox;Z
shy firefly;Horse;Z
elegant weasel;Bear;Z
similar peafowl;Cat;M
bitter flyingfish;Horse;Z
running aardwolf;Donkey;Z
well chinchilla;Fox;Z
loose chicken;Lizard;M
rotten narwhal;Donkey;M
gentle mandrill;Horse;Z
pale earwig;Donkey;Z
olympic halibut;Horse;M
stale gibbon;Lion;Z
assistant guineafowl;Dog;M
crooked caribou;Tiger;M
ruling dolphin;Horse;Z
soft bee;Lion;Z
illegal constrictor;Bear;Z
quick crayfish;Cat;M
tiny armadillo;Cat;M
complicated raccoon;Lizard;Z
separate tuna;Lion;M
grey swordtail;Lizard;Z
comfortable llama;Dog;Z
circular minnow;Fox;Z
notable rabbit;Horse;M
inquisitive porpoise;Horse;Z
warm roadrunner;Fox;Z
serious pelican;Dog;Z
technical quokka;Dog;Z
simple crocodile;Cat;M
male peacock;Lizard;M
practical hyena;Donkey;Z
managerial mite;Dog;M
binding orca;Dog;Z
selfish pig;Parrot;Z
cruel bug;Parrot;Z
giant kangaroo;Parrot;Z
calm catfish;Lizard;Z
complicated starfish;Bear;M
nasty koala;Lion;M
excited alpaca;Tiger;Z
low crab;Dog;Z
select hippopotamus;Fox;M
lengthy hedgehog;Parrot;Z
reliable albatross;Tiger;M
neat pheasant;Donkey;Z
rainy raccoon;Donkey;M
special booby;Parrot;M
fuzzy quokka;Horse;M
abundant quail;Tiger;M
cheerful weasel;Lizard;M
mammoth mongoose;Cat;M
rich galliform;Lion;M
bloody sole;Lizard;M
warm damselfly;Dog;M
qualified goat;Fox;Z
wonderful chickadee;Bear;M
delicious peacock;Parrot;M
generous porpoise;Tiger;M
critical fly;Horse;Z
brave swan;Lion;Z
determined weasel;Fox;Z
democratic guppy;Cat;Z
independent impala;Lizard;Z
enormous beaver;Lizard;M
clear ferret;Lion;Z
subtle limpet;Lizard;M
international alpaca;Bear;M
aggregate buzzard;Lion;Z
tough sheep;Tiger;M
coastal urial;Lion;M
necessary macaw;Parrot;M
weak hamster;Dog;Z
calm shrew;Lizard;Z
characteristic gull;Cat;M
big goldfish;Parrot;Z
purple sole;Tiger;Z
blank whitefish;Bear;Z
shocked tyrannosaurus;Bear;M
working anteater;Lion;M
worthwhile muskox;Donkey;M
round vulture;Donkey;M
resident elephant;Lizard;Z
underground bear;Horse;Z
difficult wolf;Bear;M
misleading crocodile;Fox;M
electronic sheep;Parrot;M
alert cattle;Lion;M
thundering rook;Bear;Z
closed lion;Tiger;Z
intermediate tapir;Lion;Z
faithful tiglon;Fox;M
homeless otter;Dog;Z
striking caterpillar;Cat;Z
northern swift;Fox;Z
blue crow;Cat;Z
orange catfish;Fox;M
kind trout;Parrot;M
diverse booby;Cat;Z
quiet horse;Horse;M
basic whippet;Bear;Z
early dove;Donkey;M
graceful beaver;Fox;M
healthy peafowl;Fox;Z
faint lynx;Parrot;M
definite weasel;Fox;M
basic macaw;Bear;M
selfish asp;Fox;Z
tough hawk;Horse;Z
only roundworm;Parrot;Z
innocent tyrannosaurus;Bear;Z
foolish catshark;Tiger;M
eager rabbit;Cat;M
nursing shrimp;Horse;M
profound monkey;Cat;M
negative mollusk;Fox;Z
wealthy camel;Fox;M
courageous snake;Dog;M
tiny cicada;Dog;M
pure kangaroo;Lion;M
alleged mink;Lizard;M
payable lion;Donkey;M
psychiatric starfish;Parrot;M
whole barracuda;Lizard;M
bored gerbil;Parrot;Z
sticky jay;Parrot;M
thick antelope;Horse;Z
liberal squirrel;Horse;M
systematic python;Bear;Z
tricky goldfish;Fox;Z
experimental carp;Dog;Z
relaxed mastodon;Lizard;Z
mixed carp;Horse;Z
eager tarsier;Fox;Z
stingy reptile;Lion;M
uptight marmot;Dog;M
melodic sheep;Lizard;Z
mighty salamander;Lion;Z
successful crawdad;Lizard;Z
scientific herring;Parrot;Z
pretty caterpillar;Fox;M
nasty walrus;Lizard;Z
cuddly antelope;Cat;Z
favourite felidae;Donkey;M
skilled catfish;Fox;Z
wonderful condor;Lizard;Z
difficult pike;Lizard;Z
back koi;Donkey;Z
fantastic hare;Parrot;M
unusual giraffe;Horse;Z
horrible capybara;Horse;M
intensive donkey;Bear;Z
successful beaver;Donkey;M
troubled falcon;Horse;Z
brief cow;Horse;M
blue narwhal;Bear;Z
tight elk;Lizard;M
broken weasel;Tiger;M
striped manatee;Cat;M
chemical parakeet;Horse;M
delicate mule;Cat;M
zealous hedgehog;Fox;M
neutral flyingfish;Fox;Z
decent sloth;Lizard;M
leading bat;Parrot;Z
misty armadillo;Lizard;Z
tame marmoset;Parrot;M
faithful cod;Cat;M
steep canidae;Lizard;Z
capable lobster;Fox;M
victorian fly;Parrot;Z
reduced wren;Dog;M
governing cougar;Dog;M
certain squirrel;Tiger;Z
tense swordtail;Dog;M
slight beaver;Bear;M
detailed swan;Lion;M
cool gayal;Fox;Z
anxious marmoset;Parrot;M
christian parrotfish;Fox;Z
nuclear guan;Fox;Z
little tyrannosaurus;Donkey;Z
selective harrier;Tiger;M
worried rabbit;Fox;M
excited grasshopper;Parrot;Z
swiss warbler;Bear;Z
handsome termite;Lizard;Z
weird catfish;Cat;M
selfish puma;Bear;Z
intact marsupial;Donkey;Z
mass horse;Cat;Z
square quelea;Bear;M
late beaver;Fox;M
old marmot;Donkey;M
wandering puma;Cat;M
ethnic mongoose;Bear;Z
living cephalopod;Lizard;M
available yak;Lion;Z
selected carp;Fox;M
rear turtle;Donkey;M
dark swan;Cat;Z
empty orca;Dog;M
amused kiwi;Bear;M
willing porpoise;Fox;Z
quick crane;Fox;Z
awful opossum;Lizard;Z
strict cattle;Tiger;Z
zany cobra;Tiger;M
bumpy swordtail;Lion;M
selfish tyrannosaurus;Bear;M
substantial giraffe;Lizard;M
distinguished jaguar;Cat;Z
fancy ocelot;Lizard;M
fluttering koala;Horse;M
ideological raccoon;Donkey;Z
aggressive wildebeest;Lizard;Z
late chinchilla;Fox;M
tender opossum;Dog;Z
extended leech;Cat;Z
separate minnow;Tiger;M
financial bedbug;Dog;Z
thin chipmunk;Dog;Z
young leopard;Horse;Z
legislative buzzard;Lizard;M
northern orangutan;Fox;Z
alert grouse;Lion;Z
total shrew;Tiger;M
fierce guppy;Lion;M
defeated cobra;Bear;M
tart chickadee;Lion;Z
grand crab;Lion;M
fond alpaca;Parrot;M
uneven seahorse;Lion;M
financial swallow;Bear;M
tall mandrill;Tiger;Z
hon rabbit;Cat;M
distinguished tyrannosaurus;Lion;M
straightforward flea;Cat;Z
miniature horse;Bear;M
familiar guineafowl;Bear;M
key cat;Tiger;M
electronic meerkat;Lizard;M
unfortunate junglefowl;Cat;M
uncomfortable albatross;Donkey;Z
international wildcat;Donkey;Z
clever amphibian;Fox;Z
real wildcat;Cat;Z
crazy yak;Parrot;Z
equivalent mite;Lizard;Z
real sparrow;Lion;M
soft lamprey;Cat;M
unchanged rook;Dog;Z
certain tapir;Lizard;M
glad blackbird;Cat;M
practical halibut;Donkey;Z
varied landfowl;Parrot;Z
yummy anglerfish;Donkey;Z
equivalent goose;Donkey;M
individual jaguar;Cat;M
tasteless python;Lizard;M
welcome spoonbill;Lizard;Z
salty stoat;Horse;M
mad bug;Fox;Z
proud skink;Parrot;Z
tart raccoon;Fox;Z
modern cockroach;Lion;M
added echidna;Dog;Z
testy lamprey;Lizard;M
quiet meerkat;Lion;M
elegant antlion;Horse;M
empty lion;Parrot;M
supporting leopon;Cat;M
semantic jackal;Dog;Z
influential hyena;Horse;M
mighty partridge;Cat;Z
mad llama;Lion;M
ordinary hawk;Parrot;Z
stable loon;Horse;Z
significant gerbil;Cat;Z
ok mole;Fox;Z
top tuna;Donkey;Z
united cougar;Donkey;M
tall goat;Donkey;Z
cooing owl;Bear;Z
tender hummingbird;Bear;M
blonde panther;Fox;M
quick egret;Donkey;Z
frail jay;Cat;Z
pleasant halibut;Fox;Z
white chinchilla;Bear;M
relevant tern;Cat;Z
upset trout;Fox;Z
scary hippopotamus;Horse;M
gay mockingbird;Bear;Z
roman marlin;Lion;M
cloudy caterpillar;Lion;M
neat catfish;Bear;M
fat armadillo;Fox;M
autonomous cricket;Lizard;M
open tern;Lion;M
lonely sparrow;Dog;Z
correct caterpillar;Bear;Z
shaky ape;Tiger;M
causal lynx;Fox;Z
rapid llama;Lizard;Z
bored shark;Cat;Z
unfortunate smelt;Cat;Z
simple vulture;Parrot;M
vertical koi;Tiger;Z
victorious emu;Parrot;Z
late gazelle;Lion;M
developing peacock;Donkey;M
inherent koi;Cat;M
fatal mole;Lion;M
sheer pigeon;Bear;Z
awkward jay;Bear;Z
chosen lion;Dog;M
roasted bug;Horse;Z
tender chimpanzee;Fox;Z
peculiar booby;Donkey;Z
raspy mite;Horse;Z
scary roundworm;Parrot;Z
wrong reptile;Fox;Z
brown louse;Donkey;M
curly zebra;Bear;Z
casual wildfowl;Fox;M
acceptable narwhal;Donkey;Z
hot pig;Fox;M
fragile guppy;Bear;M
resonant anteater;Donkey;Z
sheer opossum;Tiger;M
greek piranha;Horse;M
lazy swordfish;Fox;Z
fast tortoise;Lion;M
quick moth;Horse;Z
deaf wombat;Cat;M
adverse boar;Dog;M
empty flyingfish;Donkey;M
gothic peafowl;Lizard;M
giant flea;Tiger;Z
clever primate;Dog;Z
preliminary gazelle;Cat;Z
empty giraffe;Lizard;Z
disgusted fowl;Parrot;Z
severe manatee;Parrot;M
basic lungfish;Lizard;Z
contemporary lion;Parrot;Z
progressive puma;Horse;M
detailed donkey;Lion;M
worrying wolverine;Parrot;M
charming puffin;Dog;Z
dusty centipede;Parrot;Z
criminal caribou;Horse;M
fuzzy basilisk;Dog;M
racial tiger;Horse;Z
bright gorilla;Bear;M
clinical cephalopod;Bear;Z
willing centipede;Dog;M
vulnerable cobra;Parrot;Z
competent firefly;Cat;M
feminist clam;Fox;M
defiant thrush;Lion;M
legislative cardinal;Bear;M
cautious koala;Donkey;Z
black newt;Lion;M
enthusiastic crane;Bear;Z
vivacious tiglon;Lizard;M
rough aardvark;Cat;Z
crucial snipe;Dog;M
brief barnacle;Fox;Z
determined whale;Fox;Z
worthwhile macaw;Fox;Z
victorian orangutan;Lizard;M
kind shark;Donkey;Z
slow rook;Dog;M
agricultural lizard;Horse;Z
dreadful bobolink;Lion;M
coming reptile;Dog;Z
rural cobra;Dog;M
defeated crawdad;Donkey;M
single marten;Tiger;M
ideological kingfisher;Lizard;M
future smelt;Fox;M
educational minnow;Bear;Z
soft rabbit;Dog;M
identical manatee;Dog;M
helpful bedbug;Parrot;M
territorial ox;Lizard;M
dear kingfisher;Horse;Z
tired dingo;Donkey;Z
unconscious marten;Donkey;M
eldest stoat;Lizard;Z
characteristic tyrannosaurus;Bear;Z
cheerful flyingfish;Lion;M
close gamefowl;Parrot;M
deep quail;Lion;M
colourful platypus;Lizard;M
distinct perch;Horse;Z
concerned hamster;Fox;Z
quiet partridge;Parrot;M
mental bug;Dog;Z
deaf mole;Lizard;M
absolute jackal;Dog;M
little aardvark;Donkey;Z
informal tarantula;Horse;M
alert mite;Parrot;Z
equivalent cat;Bear;M
grubby boa;Dog;Z
magnificent swallow;Dog;Z
interior chimpanzee;Lion;Z
strange shrew;Lion;Z
pleasant yak;Horse;Z
steep cricket;Lizard;M
ltd quokka;Donkey;M
helpless shrimp;Cat;Z
appropriate pony;Fox;M
nice emu;Parrot;Z
comparative swallow;Bear;M
frightened caterpillar;Tiger;M
supposed wolf;Lizard;M
semantic cardinal;Fox;M
delicious hookworm;Parrot;Z
associated crocodile;Bear;Z
dangerous crocodile;Tiger;M
melted partridge;Lion;M
tremendous squid;Donkey;M
corporate marmot;Lion;M
orange stoat;Lizard;Z
essential marmoset;Lion;M
bored grasshopper;Fox;Z
filthy giraffe;Lion;Z
total hippopotamus;Horse;M
slippery monkey;Dog;M
foolish primate;Lizard;Z
blind lizard;Parrot;M
variable cardinal;Bear;M
red scorpion;Lizard;Z
homeless donkey;Donkey;Z
lonely bobcat;Cat;Z
awful eel;Dog;M
powerful peacock;Parrot;M
unacceptable bobolink;Lion;Z
whispering beaver;Horse;M
big sheep;Dog;Z
helpful raccoon;Donkey;M
tricky marlin;Tiger;Z
crazy mongoose;Lizard;Z
grumpy galliform;Lion;M
giant centipede;Lion;M
adorable donkey;Tiger;Z
sparkling cephalopod;Cat;Z
eastern trout;Cat;Z
homeless giraffe;Dog;Z
few penguin;Donkey;M
separate termite;Lion;Z
tame goose;Tiger;Z
faint duck;Fox;M
lesser flyingfish;Lion;Z
screeching beaver;Lion;M
ripe squirrel;Dog;M
abstract ferret;Cat;Z
innocent goat;Parrot;M
changing bird;Lion;Z
cognitive anglerfish;Lion;Z
splendid gayal;Donkey;Z
tall bat;Cat;M
passive tick;Horse;Z
inherent limpet;Tiger;Z
managing antelope;Fox;Z
guilty moth;Tiger;M
considerable echidna;Lion;Z
puzzled crab;Lizard;Z
excited canidae;Parrot;Z
large albatross;Dog;Z
selected chimpanzee;Cat;M
increased rat;Bear;M
busy warbler;Lion;M
dull dragon;Dog;M
crooked unicorn;Bear;M
interior primate;Dog;M
dynamic anaconda;Cat;Z
monthly sheep;Lizard;Z
colonial pony;Bear;Z
obedient anaconda;Parrot;Z
careful skink;Tiger;Z
outside caterpillar;Dog;M
gigantic basilisk;Horse;Z
giant sturgeon;Bear;Z
crucial fish;Lion;Z
distinguished gamefowl;Donkey;Z
rural buzzard;Bear;Z
domestic bandicoot;Bear;M
intermediate cuckoo;Parrot;M
married fowl;Parrot;M
wooden aardwolf;Parrot;M
colossal rodent;Donkey;M
elated puffin;Parrot;Z
enormous marmot;Tiger;M
important ferret;Horse;Z
decisive hummingbird;Parrot;M
plain marlin;Lion;Z
supreme locust;Donkey;Z
extensive iguana;Lion;M
natural lizard;Cat;Z
associated heron;Fox;Z
working stingray;Donkey;M
tan minnow;Dog;M
exciting impala;Dog;M
bold tern;Tiger;Z
afraid snake;Cat;M
natural earthworm;Lizard;Z
intelligent junglefowl;Bear;Z
eager horse;Horse;M
good wildcat;Cat;M
invisible barracuda;Dog;M
guilty beaver;Donkey;Z
actual pig;Cat;Z
uniform albatross;Horse;Z
established rat;Parrot;Z
hungry reindeer;Tiger;Z
tiny koi;Cat;M
nutritious marsupial;Tiger;M
vivacious otter;Dog;M
poor mockingbird;Tiger;M
brief alpaca;Horse;Z
evil jackal;Bear;Z
personal vulture;Bear;M
enthusiastic minnow;Dog;M
smoggy hedgehog;Bear;M
renewed primate;Lion;M
tender primate;Bear;M
silly scorpion;Donkey;M
young turtle;Fox;Z
sexual reindeer;Donkey;Z
bloody badger;Cat;Z
industrial chicken;Bear;Z
straight quail;Tiger;M
wide chickadee;Lion;Z
closed dog;Tiger;M
rigid dove;Lion;Z
pure fox;Donkey;Z
industrial angelfish;Parrot;M
political python;Parrot;M
surrounding cardinal;Donkey;Z
ugly leech;Dog;Z
sure grasshopper;Parrot;Z
friendly mandrill;Donkey;M
extended chinchilla;Horse;M
equivalent bee;Fox;Z
weak rooster;Lion;M
commercial fish;Horse;M
raw aphid;Fox;M
shy tarsier;Horse;Z
roasted sparrow;Tiger;Z
redundant alligator;Tiger;Z
clumsy octopus;Lizard;M
interim buzzard;Bear;Z
smart possum;Horse;Z
crude wolverine;Cat;Z
fantastic crab;Donkey;M
white jellyfish;Horse;Z
close hornet;Fox;M
deaf mule;Cat;M
attractive tern;Lion;M
keen dove;Bear;Z
administrative butterfly;Tiger;M
bright magpie;Fox;Z
top jellyfish;Horse;Z
delighted slug;Lion;M
Sound krill;Dog;Z
tight moose;Fox;M
western anteater;Parrot;Z
private coral;Lion;Z
juicy junglefowl;Parrot;M
official porpoise;Lizard;M
accused sturgeon;Parrot;Z
tragic marten;Donkey;Z
cuddly armadillo;Cat;M
psychological wildcat;Horse;Z
acute cattle;Lion;M
scornful pig;Dog;M
extended mole;Lizard;Z
motionless chicken;Lion;M
rapid quail;Tiger;Z
principal bear;Cat;Z
strong gecko;Parrot;Z
working butterfly;Lizard;Z
good fox;Lizard;M
flat squirrel;Bear;M
rare hookworm;Fox;M
manual pigeon;Lizard;Z
missing cicada;Tiger;M
courageous monkey;Dog;Z
furious barracuda;Fox;Z
big horse;Bear;Z
big gayal;Tiger;Z
big dog;Tiger;Z
consistent lobster;Horse;Z
intense porcupine;Parrot;Z
open penguin;Lizard;Z
final ostrich;Fox;Z
reduced lion;Lion;Z
revolutionary dog;Dog;M
elegant turtle;Donkey;M
damp tern;Parrot;M
assistant tick;Lizard;M
jealous wildcat;Lizard;Z
thick scorpion;Fox;M
empty guppy;Fox;Z
ancient mollusk;Cat;M
historical dragon;Dog;M
well octopus;Parrot;Z
impressive spoonbill;Tiger;M
black pike;Horse;M
guilty trout;Tiger;M
established smelt;Cat;M
huge ferret;Fox;M
happy bedbug;Horse;M
creative swordtail;Bear;Z
funny spoonbill;Cat;M
interested cricket;Tiger;Z
conscious hoverfly;Donkey;Z
sympathetic fox;Lizard;Z
logical dove;Bear;M
promising elephant;Cat;M
middle felidae;Lizard;Z
important jellyfish;Donkey;Z
great cow;Horse;M
wide scallop;Donkey;Z
extended asp;Lion;Z
ready hoverfly;Tiger;M
proud owl;Tiger;M
empty aphid;Tiger;M
accused swift;Tiger;Z
labour donkey;Parrot;M
hushed louse;Parrot;Z
distinctive muskox;Lion;M
rigid ocelot;Horse;M
